Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
它中共领袖都可以被青年人直呼为「同志」，无论是「王明同志」、「洛甫同志」，还是「恩来同志」、「博古同志」，都未闻有谁将「书记」、「部长」一类头衔与他们的名字相联。集中在延安各学校学习的青年学生经常就马列基础知识和党的领导人的报告，展开热烈的讨论，「他们无限崇仰『两万五』穿草鞋和会打草鞋的人」，「一到了自己的队伍里，就天真烂漫得很，虔诚到了家，对自己的领袖人物更是从心里往外热爱他们，一想到烈士，就肃然起敬」。为了表示与旧社会一刀两断，许多人甚至改了自己的姓名。艰苦的物质生活非但未减弱知识青年的热情，相反，在这,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5001,2021-11-05 16:23:24+00:00,
除了「毛主席」这个称呼已被叫习惯而继续沿用以外，其它中共领袖都可以被青年人直呼为「同志」，无论是「王明同志」、「洛甫同志」，还是「恩来同志」、「博古同志」，都未闻有谁将「书记」、「部长」一类头衔与他们的名字相联。集中在延安各学校学习的青年学生经常就马列基础知识和党的领导人的报告，展开热烈的讨论，「他们无限崇仰『两万五』穿草鞋和会打草鞋的人」，「一到了自己的队伍里，就天真烂漫得很，虔诚到了家，对自己的领袖人物更是从心里往外热爱他们，一想到烈士，就肃然起敬」。为了表示与旧社会一刀两断，许多人甚至改了自己的姓名。艰苦的物质生活非但未减弱知识青年的热情，相反，在这种充满平等精神的新环境里，他们体验到心灵净化的崇高，对中共的政治目标产生出更为强烈的认同感。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5000,2021-11-05 16:23:39+00:00,
然而1938—1939年后，随看国共关系的恶化，延安与外界的联系基本中断，在封闭的环境下，延安的社会气氛和精神生活领域开始出现重大的变化：,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5010,2021-11-05 16:23:56+00:00,
知识分于的思想和生活习惯开始受到严厉的指责，批评知识青年的词汇，诸如「小资产阶级的动摇性」，「小资产阶级的情调」，愈来愈经常出现在报刊和领导干部的口中，成为笼罩在青年知识分子头上的精神低气压。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5017,2021-11-05 16:24:55+00:00,
而代之以干部级别为基础的、由领导介绍批准的婚姻制度。 到了1941年，延安的青年知识分子忽然发现，他们已从青年乌托邦理想国的主人，一下子跌落至「等级差序」制度下的最底层！,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5020,2021-11-05 16:25:41+00:00,
从王实味给我们提供的延安两个女青年的对话中，不难看出延安青年知识分子的失望和激愤： 「……动不动，就说人家小资产阶级平均主义，其实，他自己倒真有点特殊主义。事事都只顾自己特殊化。对下面同志，身体好也罢，坏也罢，病也罢，死也罢，差不多漠不关心！」 「哼，到处乌鸦一般黑，我们底××同志还不也是这样！」 「说得好听！阶级友爱呀，什么呀——屁！好象连人对人的同情心都没有！平常见人装得笑嘻嘻，其实是皮笑肉不笑，肉笑心不笑，稍不如意，就瞪起眼睛，摆出首长架子来训人。」,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5022,2021-11-05 16:26:13+00:00,
「害病的同志喝不到一口曲汤，青年学生一天只得到两餐稀粥」；「颇为健康的『大人物』作非常不必要不合理的『享受』」，「食分五等，衣看三色」…… [563] 作为一个狂热的理想主义者，面对这一切，王实味感到不平，有如骨刺在鲠。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5033,2021-11-05 16:27:21+00:00,
平均主义」。于是王实味申明自己也属于「干部服小厨房阶层，葡萄并不酸」，放言直谏绝非为争个人利益。他甚至对延安的等级差序制度表现出最善意的理解，认为「对那些健康上需特殊优待的重要负责者予以特殊的优待是合理的而且是必要的。一般负轻重要责任者，也可略予优待」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5038,2021-11-05 16:28:13+00:00,
1942年春，毛泽东派李卓然登门邀请塞克到其住处谈话，被塞克拒绝，理由是「有拿枪站岗的地方我不去」，直到毛泽东吩咐撤去岗哨，塞克才在邓发的陪同下去见了毛泽东。 [565]这一切在王实味和延安青年知识分子的眼中，全都成了背离革命道义原则的有力证据，使他们产生了强烈的义愤和不平等感。 最令人心悸的是作为一个书生的王实味竟敢从抨击「食分五等，衣看三色」的现象进而试图剖析产生等级差序制度的思想和历史根源，间接或直接地向手握兵符和镇压机关大权的中共领袖毛泽东发起了挑战。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5056,2021-11-05 16:31:10+00:00,
他不会忘记也40年延安理论界所发生的关于「民族形式」问题的讨论，正是随看这类讨论的展开，在「民族形式」的掩护下，中国传统政治文化的某些价值被堂而皇之地引入到中共的理论及其实践中。终于，王实味得出自己的结论：中国专制主义的旧传统已严重侵蚀了中共的肌体，即使在延安，「旧中国的肮脏污秽也沾染了我们自己，散布细菌，传染疾病」，而旧传统一旦与以「必然性」面目出现的俄式马克思主义相结合，就构成了有中国特色的等级差序制度的理论基础。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5066,2021-11-05 16:31:55+00:00,
满腔热血的王实味慷慨陈辞： 在认识这必然性以后，我们就须要以战斗的布尔什维克能动性，去防止黑暗的产生，削减黑暗的滋长……要想在今天，把我们的阵营里一切黑暗消灭净尽，这是不可能的；但把黑暗消灭至最小限度，却不但可能，而且必要。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5078,2021-11-05 16:33:23+00:00,
感。王实味梦想中共能在国际共产主义运动中首先实践关心人、尊重人、重视人的人道主义准则，让自由、平等、博爱的精神成为「新社会」的自觉原则。 [566]王实味热情歌颂青年的「纯洁、敏感、热情、勇敢」，呼吁当政者万勿因延安的青年由于得不到「爱和热」而发出「牢骚」就厌恶、嫌弃他们。王实味不无沉痛地说：「延安的青年已经够老成的了」，若再打击他们（例如某个在墙报上写文章的青年，遭该机关「首长」批评打击，「致陷于半疯狂状态」），那么这个世界就太「寂寞了」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5093,2021-11-05 16:35:05+00:00,
王实味鼓吹的「平等」、「博爱」观念，从根本上说，和建立在政治功利主义哲学基础上的「领袖至上」观念存在着严重的对立。从王实味的人道主义思想出发，必然引发出人的主体精神的高扬；而确立「领袖至上」的观念的首要条件就是削弱乃至消灭人的自主性，使人成为「齿轮和螺丝钉」。1942年的毛泽东正全力追求实现这个「宏伟」的目标，将全体党员改造成「党的（也即是毛的）驯服工具」，如果听任王实味「蛊惑人心」的言论继续扩散；势必严重抵消毛的努力。因此，王实味及其思想就成了毛泽东不得不予以清除的障碍。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5106,2021-11-05 16:36:09+00:00,
王实味呼唤平等，抨击延安的等级差序制度，也直接侵犯了毛泽东和享受等级制度之惠的老干部的利益，至于王实味言论中渗透的对革命的幻灭感，若从毛的角度看，则有可能「侵蚀」并危及毛「打江山」的伟业。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5111,2021-11-05 16:36:26+00:00,
在不少参加这场「现代农民革命战争」的农民看来，「打江山」的意义就在于「排座次，坐江山」，尤其随看毛泽东在三十年代中期控制了中共军队后。这场「农民革命战争」的俄式共产主义因素就逐渐被烙有毛个人印记的民族化共产主义因素所置换。深受农民造反传统浸润的毛泽东。极为重视利用农民的感情、行为和愿望为自己「打天下」的伟业服务，毛在马列主义的术语范围内，转换概念，引进大量中国传统农民造反的语汇和行为，使得中共军队既是苏联红军式的军队，又是一支具有浓厚中国传统农民起义军色彩的队伍。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5115,2021-11-05 16:37:08+00:00,
毛泽东对等级差序制度的态度要比某些「武人」复杂的多。毛在等级制度问题上的看法是灵活的，其变化中轴点是看其是否有利于一统天下的伟业和他对权力的获得与巩固。从本质上说，毛泽东是中共等级差序制度的最大维护者，而当他的权力还未达到顶峰，或自感权力受到威胁时，毛往往又变成一个「反官僚主义」的急先锋，只有在这时，毛才会释放一些头脑中的「虚无主义」，换上一付「小人物」保护者的面孔，然后煽动下层「反特权」，驱赶群众为自己的政治目的服务；一俟目标实现或情况有变，毛则马上翻脸，挑出几个「替罪羊」，批判起「自由化」和「无政府主义」，将那些被愚弄的群众和知识分子一网打尽。此种计谋毛一生屡试不爽，1942年则是牛刀初试。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,5125,2021-11-05 16:38:34+00:00,
